Customer_ID,First_Name,Last_Name,Gender,Age,State,Join_Date,Has_Loan,Loan_Amount,Business_Type,Pay_On_Time
CUST00765,Robert,Garcia,Other,30.0,CA,2016-12-06,False,0.0,Small,Yes
CUST00584,James,Martinez,Other,,GA,2015-05-15,True,7304.06,Small,No
CUST00821,Elizabeth,Miller,Female,52.0,MI,2015-03-21,True,12513.74,Large,No
CUST00450,William,Brown,Male,64.0,MI,2020-06-08,False,0.0,Small,Yes
CUST00588,Elizabeth,Jones,Female,59.0,NY,2010-03-29,True,5207.03,Small,No
CUST00264,James,Jones,Other,49.0,MI,2010-07-10,False,0.0,Large,Yes
CUST00432,William,Jones,Other,39.0,FL,2010-05-01,False,0.0,Large,Yes
CUST00778,Robert,Jones,Male,30.0,FL,2016-05-23,True,18677.76,Small,No
CUST00965,Patricia,Smith,Female,34.0,IL,2005-10-11,True,27300.52,Big,Yes
CUST00488,Robert,Martinez,Female,35.0,TX,2006-09-12,True,24067.02,Large,No
CUST00711,Jennifer,Smith,Other,63.0,MI,2005-09-29,False,0.0,Large,Yes
CUST00802,Elizabeth,Smith,Male,42.0,TX,2015-09-28,True,59455.07,Big,Yes
CUST00587,Michael,Garcia,Male,77.0,FL,2021-06-26,True,80916.73,Large,
CUST00931,Robert,Davis,Female,70.0,NC,2011-08-12,False,0.0,Big,No
CUST00115,James,Davis,Other,38.0,NY,2022-04-29,False,0.0,Big,No
CUST00267,Linda,Smith,Female,150.0,IL,2010-02-22,False,0.0,Large,Yes
CUST00457,Michael,Johnson,Other,21.0,OH,2013-11-07,False,0.0,Large,No
CUST00221,Patricia,Miller,Other,,FL,2006-06-07,False,0.0,Large,Yes
CUST00273,Patricia,Garcia,Other,29.0,IL,2007-02-15,True,14965.04,Small,Yes
CUST00401,John,Miller,Other,42.0,NY,2014-08-14,False,0.0,Small,No
CUST00811,Linda,Jones,Other,56.0,PA,2006-01-25,True,96588.13,Small,Yes
CUST00875,John,Martinez,Other,56.0,IL,2022-05-30,True,40270.47,Large,Yes
CUST00684,James,Rodriguez,Female,45.0,TX,2020-06-01,True,5482.38,Large,No
CUST00050,William,Johnson,Female,68.0,CA,2008-05-12,True,13487.38,Small,No
CUST00197,Patricia,Jones,Male,69.0,MI,2010-12-29,False,0.0,Large,No
CUST00492,Elizabeth,Miller,Other,71.0,CA,2022-03-01,False,0.0,Large,No
CUST00231,James,Garcia,Female,28.0,MI,2008-08-09,True,40358.09,Big,No
CUST00379,Mary,Johnson,Female,36.0,PA,2008-01-08,False,0.0,Small,No
CUST00788,John,Smith,Female,26.0,MI,2005-02-12,True,71218.91,Small,Yes
CUST00815,Linda,Garcia,Male,75.0,PA,2020-05-04,False,0.0,Small,Yes
CUST00751,Michael,Martinez,Male,65.0,GA,2006-02-11,False,0.0,Big,Yes
CUST00490,Patricia,Garcia,Other,59.0,MI,2007-03-08,True,63416.71,Big,Yes
CUST00666,John,Brown,Male,69.0,NY,2009-08-01,False,0.0,Large,
CUST00304,Mary,Davis,Female,21.0,PA,2017-04-21,False,0.0,Small,Yes
CUST00884,Robert,Martinez,Other,37.0,OH,2017-03-15,True,7832.75,Small,No
CUST00264,James,Jones,Other,49.0,MI,2010-07-10,False,0.0,Large,No
CUST00053,Jennifer,Miller,Male,69.0,MI,2015-03-25,False,0.0,Large,Yes
CUST00891,William,Brown,Female,20.0,PA,2021-11-13,True,42938.24,Large,Yes
CUST00967,Robert,Rodriguez,Male,50.0,NC,2013-01-07,True,586.82,Big,No
CUST00489,Robert,Davis,Male,,GA,2007-06-02,True,39926.08,Large,No
CUST00021,Patricia,Brown,Female,39.0,MI,2012-01-03,False,0.0,Small,No
CUST00730,Jennifer,Rodriguez,Other,21.0,FL,2019-04-28,True,95925.84,Large,No
CUST00871,Michael,Brown,Other,44.0,TX,2015-04-24,True,69232.11,Large,Yes
CUST00974,Mary,Garcia,Male,30.0,GA,2014-07-24,True,25876.79,Small,Yes
CUST00786,Patricia,Garcia,Other,36.0,PA,2006-01-04,False,0.0,Small,Yes
CUST00973,Patricia,Brown,Female,46.0,NY,2010-04-05,False,0.0,Small,No
CUST00521,Elizabeth,Martinez,Male,67.0,NC,2022-01-09,True,38957.08,Big,Yes
CUST00106,Michael,Garcia,Other,65.0,IL,2020-06-18,True,88715.16,Big,No
CUST00984,Linda,Martinez,Female,19.0,NY,2009-12-24,False,0.0,Large,No
CUST00154,James,Brown,Female,45.0,OH,2019-01-29,False,0.0,Large,Yes
CUST00023,Michael,Smith,Male,19.0,NY,2005-04-26,False,0.0,Large,No
CUST00050,William,Johnson,Female,68.0,CA,2008-05-12,True,89551.75,Large,Yes
CUST00825,Mary,Garcia,Other,28.0,PA,2009-03-18,True,91736.71,Small,No
CUST00897,James,Miller,Female,66.0,FL,2018-01-29,False,0.0,Large,Yes
CUST00446,Jennifer,Miller,Female,38.0,NY,2014-01-08,True,54318.47,Big,Yes
CUST00922,Jennifer,Williams,Male,74.0,MI,2009-02-27,True,94809.6,Big,No
CUST00607,James,Williams,Female,75.0,NY,2006-12-01,False,0.0,Large,Yes
CUST00826,William,Williams,Male,35.0,TX,2013-06-21,True,63575.53,Small,Yes
CUST00110,Patricia,Jones,Female,40.0,PA,2016-08-28,True,37090.28,Small,Yes
CUST00720,Michael,Williams,Other,25.0,FL,2006-06-05,False,0.0,Large,Yes
CUST00395,Patricia,Garcia,Female,57.0,OH,2005-08-21,True,37775.46,Large,Yes
CUST00677,Elizabeth,Brown,Male,21.0,OH,2005-12-08,True,50384.38,Large,Yes
CUST00677,Elizabeth,Brown,Male,21.0,OH,2005-12-08,True,93748.04,Small,Yes
CUST00042,Elizabeth,Miller,Female,45.0,MI,2015-09-12,True,85330.44,Large,No
CUST00163,James,Davis,Female,40.0,NY,2016-01-29,False,0.0,Big,Yes
CUST00860,Robert,Miller,Male,62.0,FL,2014-10-01,True,31350.81,Big,No
CUST00098,John,Jones,Other,43.0,GA,2015-04-15,True,33715.29,Small,Yes
CUST00315,Michael,Rodriguez,Female,23.0,FL,2022-12-10,True,18983.18,Large,Yes
CUST00466,Elizabeth,Rodriguez,Male,70.0,NC,2009-05-25,False,0.0,Big,Yes
CUST00137,John,Brown,Male,18.0,FL,2019-03-01,True,11994.6,Large,No
CUST00463,Michael,Miller,Female,,OH,2018-07-30,False,0.0,Small,Yes
CUST00995,Robert,Garcia,Female,71.0,NC,2011-08-24,False,0.0,Small,Yes
CUST00562,Linda,Smith,Female,60.0,NC,2014-05-24,False,0.0,Small,Yes
CUST00024,Patricia,Garcia,Other,41.0,NC,2011-07-13,False,0.0,Big,Yes
CUST00541,Linda,Martinez,Female,45.0,PA,2015-10-23,False,0.0,Big,No
CUST00999,Robert,Johnson,Male,64.0,MI,2007-05-10,True,11050.75,Large,Yes
CUST00136,Michael,Brown,Male,,FL,2009-04-06,False,0.0,Big,Yes
CUST00408,Jennifer,Miller,Male,19.0,NY,2019-03-16,True,4641.19,Large,No
CUST00085,Patricia,Williams,Female,53.0,GA,2014-11-16,False,0.0,Large,Yes
CUST00254,Patricia,Brown,Female,54.0,MI,2006-02-01,False,0.0,Small,Yes
CUST00077,John,Miller,Other,24.0,PA,2011-02-14,True,21889.76,Big,Yes
CUST00070,Patricia,Smith,Female,43.0,NC,2009-04-22,True,45816.58,Big,No
CUST00031,Jennifer,Williams,Male,50.0,OH,2019-01-20,False,0.0,Large,Yes
CUST00799,Linda,Smith,Female,22.0,NY,2021-06-25,False,0.0,Small,Yes
CUST00346,Mary,Johnson,Male,18.0,TX,2016-01-09,True,66997.46,Small,Yes
CUST00740,Michael,Brown,Other,38.0,NY,2015-08-12,False,0.0,Large,No
CUST00064,Robert,Miller,Other,42.0,OH,2006-06-26,False,0.0,Big,No
CUST00582,Linda,Rodriguez,Female,57.0,PA,2019-09-30,False,0.0,Small,Yes
CUST00548,William,Davis,Male,42.0,FL,2006-10-29,False,0.0,Large,Yes
CUST00544,Elizabeth,Rodriguez,Female,49.0,NY,2016-03-29,True,72160.67,Large,Yes
CUST00026,Elizabeth,Miller,Male,47.0,GA,2015-10-11,True,45310.32,Big,Yes
CUST00048,Michael,Martinez,Female,,OH,2005-10-04,False,0.0,Small,No
CUST00891,William,Brown,Female,20.0,PA,2021-11-13,True,8183.0,Small,Yes
CUST00342,William,Garcia,Male,57.0,IL,2009-03-05,True,83354.63,Big,Yes
CUST00396,Mary,Garcia,Female,37.0,MI,2009-04-02,False,0.0,Large,No
CUST00398,William,Williams,Female,52.0,FL,2019-04-07,False,0.0,Big,No
CUST00504,William,Garcia,Female,44.0,IL,2005-01-08,True,91323.67,Small,Yes
CUST00729,Robert,Williams,Other,24.0,MI,2020-07-20,False,0.0,Small,No
CUST00851,John,Garcia,Female,25.0,CA,2006-06-01,False,0.0,Small,No
CUST00585,Patricia,Williams,Other,30.0,FL,2007-12-01,True,44079.23,Large,Yes
CUST00271,Linda,Brown,Male,75.0,PA,2015-11-21,True,57781.8,Small,Yes
CUST00384,Elizabeth,Rodriguez,Other,41.0,NY,2019-04-21,False,0.0,Big,Yes
CUST00115,James,Davis,Other,38.0,NY,2022-04-29,False,0.0,Big,Yes
CUST00486,William,Garcia,Male,50.0,TX,2020-02-01,True,54979.74,Big,Yes
CUST00466,Elizabeth,Rodriguez,Male,70.0,NC,2009-05-25,False,0.0,Big,No
CUST00583,Michael,Rodriguez,Other,69.0,MI,2017-01-28,True,45980.85,Big,No
CUST00222,Mary,Jones,Female,70.0,NC,2021-03-02,False,0.0,Big,Yes
CUST00339,William,Miller,Other,69.0,NY,2014-06-25,False,0.0,Small,Yes
CUST00663,Elizabeth,Brown,Male,22.0,CA,2019-11-29,True,Ten Thousand,Small,Yes
CUST00558,William,Miller,Male,59.0,NC,2011-09-18,True,37936.97,Large,Yes
CUST00094,Patricia,Brown,Male,21.0,PA,2015-01-04,False,0.0,Big,No
CUST00287,John,Martinez,Female,45.0,FL,2005-08-23,False,0.0,Small,No
CUST00128,William,Martinez,Male,58.0,CA,2015-02-19,False,0.0,Large,Yes
CUST00146,William,Martinez,Male,52.0,FL,2009-05-07,True,56456.82,Large,No
CUST00768,Patricia,Rodriguez,Other,52.0,PA,2011-04-12,False,0.0,Big,Yes
CUST00342,William,Garcia,Male,57.0,IL,2009-03-05,True,38453.3,Small,Yes
CUST00747,James,Martinez,Male,41.0,OH,2014-07-27,True,88454.04,Small,No
CUST00591,Michael,Garcia,Other,34.0,CA,2011-07-30,False,0.0,Small,Yes
CUST00080,Robert,Rodriguez,Male,25.0,MI,2005-09-14,False,0.0,Large,No
CUST00986,Linda,Johnson,Male,73.0,TX,2018-02-07,True,30018.13,Large,No
CUST00601,Patricia,Jones,Other,79.0,FL,2022-02-03,False,0.0,Big,No
CUST00407,John,Brown,Male,35.0,PA,2014-05-25,True,92275.31,Small,No
CUST00426,Michael,Davis,Male,34.0,IL,2022-10-23,False,0.0,Big,No
CUST00225,Jennifer,Brown,Other,45.0,GA,2018-05-21,True,83551.17,Large,No
CUST00013,James,Rodriguez,Other,28.0,PA,2020-11-24,True,40036.57,Large,No
CUST00301,Elizabeth,Miller,Male,23.0,PA,2009-12-21,False,0.0,Small,No
CUST00718,Elizabeth,Jones,Male,34.0,NY,2022-04-07,True,76891.61,Small,No
CUST00825,Mary,Garcia,Other,28.0,PA,2009-03-18,True,27302.21,Large,No
CUST00554,Linda,Johnson,Other,75.0,TX,2017-02-09,False,0.0,Large,Yes
CUST00160,Jennifer,Jones,Female,50.0,PA,2007-11-02,False,0.0,Small,Yes
CUST00356,Patricia,Rodriguez,Female,52.0,CA,2007-08-31,True,9245.84,Big,Yes
CUST00144,Mary,Davis,Other,25.0,PA,2020-04-07,False,0.0,Small,No
CUST00981,Robert,Jones,Other,22.0,IL,2012-05-28,True,17727.63,Big,Yes
CUST00665,Mary,Davis,Female,51.0,PA,2015-09-02,False,0.0,Small,No
CUST00939,Jennifer,Williams,Male,29.0,OH,2017-07-13,False,,Big,Yes
CUST00478,Patricia,Miller,Female,52.0,OH,2020-08-30,True,98554.53,Large,No
CUST00900,Elizabeth,Jones,Other,50.0,TX,2020-04-19,True,50426.77,Big,Yes
CUST00533,William,Garcia,Male,25.0,FL,2014-12-18,False,0.0,Big,Yes
CUST00684,James,Rodriguez,Female,45.0,TX,2020-06-01,True,40323.81,Small,Yes
CUST00881,Robert,Garcia,Male,45.0,TX,2021-03-09,True,10260.7,Big,Yes
CUST00345,Robert,Johnson,Other,57.0,IL,2021-12-21,False,0.0,Small,Yes
CUST00895,Mary,Davis,Other,74.0,GA,2020-02-23,True,79908.49,Small,Yes
CUST00949,William,Martinez,Female,25.0,IL,2012-03-27,True,14667.8,Small,No
CUST00554,Linda,Johnson,Other,75.0,TX,2017-02-09,False,0.0,Big,No
CUST00661,Jennifer,Brown,Male,27.0,IL,2015-06-30,False,0.0,Large,Yes
CUST00805,Linda,Garcia,Female,38.0,MI,2019-06-24,True,37964.73,Small,No
CUST00992,William,Williams,Female,72.0,NC,2014-02-25,False,0.0,Small,No
CUST00169,Mary,Williams,Male,57.0,PA,2018-12-05,False,0.0,Big,Yes
CUST00453,Elizabeth,Williams,Male,77.0,IL,2014-08-01,True,62907.58,Big,No
CUST00887,Linda,Garcia,Female,78.0,NY,2022-06-02,True,49957.22,Large,No
CUST00356,Patricia,Rodriguez,Female,52.0,CA,2007-08-31,True,96470.45,Large,Yes
CUST00559,Linda,Davis,Male,23.0,CA,2006-09-21,True,58142.95,Big,No
CUST00236,Patricia,Jones,Other,56.0,NC,2019-11-07,False,0.0,Big,Yes
CUST00987,William,Rodriguez,Female,,PA,2014-07-23,False,0.0,Big,Yes
CUST00105,Elizabeth,Davis,Other,48.0,TX,2005-12-24,False,0.0,Large,Yes
CUST00622,Michael,Rodriguez,Male,78.0,TX,2016-10-26,False,0.0,Big,No
CUST00313,Patricia,Martinez,Female,69.0,FL,2017-09-11,True,76130.19,Big,Yes
CUST00539,Linda,Jones,Female,40.0,CA,2013-01-15,True,97055.67,Big,No
CUST00447,Jennifer,Martinez,Other,47.0,GA,2009-10-24,True,16309.41,Large,No
CUST00927,John,Johnson,Male,31.0,PA,2011-01-05,True,27320.7,Large,Yes
CUST00464,Mary,Rodriguez,Male,46.0,TX,2020-11-05,False,0.0,Big,No
CUST00690,William,Williams,Female,,NY,2014-05-08,False,0.0,Large,No
CUST00431,Jennifer,Miller,Other,68.0,TX,2011-10-06,False,0.0,Small,Yes
CUST00330,Robert,Davis,Other,76.0,GA,2021-09-05,True,70414.42,Large,Yes
CUST00311,Patricia,Williams,Other,41.0,NC,2013-11-28,True,51532.73,Large,No
CUST00139,James,Jones,Female,25.0,TX,2008-07-28,True,97298.89,Big,No
CUST00872,Mary,Garcia,Other,27.0,PA,2011-09-05,False,0.0,Big,Yes
CUST00712,Patricia,Garcia,Other,19.0,OH,2014-12-22,True,36271.73,Large,Yes
CUST00374,William,Brown,Male,76.0,OH,2011-01-14,True,26552.99,Large,No
CUST00265,Michael,Williams,Other,41.0,PA,2013-09-07,False,0.0,Large,Yes
CUST00265,Michael,Williams,Other,41.0,PA,2013-09-07,False,0.0,Big,Yes
CUST00260,Michael,Jones,Female,32.0,NY,2020-04-10,True,85248.25,Big,No
CUST00267,Linda,Smith,Female,69.0,IL,2010-02-22,False,0.0,Small,Yes
CUST00100,John,Davis,Female,51.0,GA,2019-10-24,True,93671.7,Small,Yes
CUST00288,James,Johnson,Male,71.0,OH,2022-06-11,False,0.0,Small,Yes
CUST00693,Michael,Rodriguez,Female,50.0,PA,2014-11-23,True,43056.74,Big,No
CUST00435,Jennifer,Johnson,Other,63.0,TX,2012-08-15,True,94683.19,Large,No
CUST00917,Elizabeth,Johnson,Female,54.0,MI,2005-06-03,False,0.0,Big,Yes
CUST00440,Elizabeth,Martinez,Male,68.0,NY,2011-11-06,True,57962.18,Large,Yes
CUST00458,James,Smith,Other,52.0,NC,2015-06-21,True,44831.81,Small,Yes
CUST00141,William,Johnson,Other,28.0,TX,2011-07-13,False,0.0,Small,Yes
CUST00793,Robert,Davis,Male,69.0,NY,2012-11-13,True,7291.32,Small,Yes
CUST00518,Mary,Jones,Other,72.0,TX,2013-07-13,False,0.0,Large,Yes
CUST00966,John,Johnson,Male,26.0,TX,2020-03-31,True,75122.76,Big,Yes
CUST00917,Elizabeth,Johnson,Female,54.0,MI,2005-06-03,False,0.0,Small,Yes
CUST00527,John,Martinez,Female,24.0,PA,2011-01-28,True,40743.67,Large,Yes
CUST00158,James,Rodriguez,Other,,TX,2020-04-22,False,0.0,Small,No
CUST00940,Mary,Martinez,Female,27.0,MI,2017-09-30,False,0.0,Big,Yes
CUST00817,Elizabeth,Garcia,Female,31.0,PA,2012-07-26,False,0.0,Small,Yes
CUST00631,Linda,Brown,Female,,PA,2014-10-17,True,84080.04,Large,No
CUST00275,Patricia,Williams,Female,56.0,IL,2022-07-28,True,81953.14,Small,Yes
CUST00899,Jennifer,Johnson,Other,73.0,GA,2014-09-16,True,82708.38,Big,Yes
CUST00941,Michael,Johnson,Other,49.0,NC,2018-04-03,True,53254.59,Small,No
CUST00440,Elizabeth,Martinez,Male,68.0,NY,2011-11-06,True,4380.72,Small,Yes
CUST00503,Robert,Brown,Male,19.0,NC,2011-08-07,True,55456.2,Big,No
CUST00023,Michael,Smith,Male,19.0,NY,2005-04-26,False,0.0,Small,No
CUST00235,Patricia,Miller,Other,42.0,PA,2020-05-23,True,58444.13,Large,Yes
CUST00560,Patricia,Martinez,Other,32.0,NY,2009-06-18,False,0.0,Small,No
CUST00755,Jennifer,Miller,Male,56.0,PA,2009-07-20,False,0.0,Large,No
CUST00721,Jennifer,Davis,Male,46.0,NY,2007-09-04,True,55382.1,Big,No
CUST00624,Linda,Smith,Female,22.0,MI,2008-10-23,True,79373.57,Big,Yes
CUST00184,Michael,Miller,Other,56.0,OH,2007-06-08,True,11142.24,Big,No
CUST00558,William,Miller,Male,59.0,NC,2011-09-18,True,40200.18,Large,Yes
CUST00587,Michael,Garcia,Male,77.0,FL,2021-06-26,True,2024.67,Big,Yes
CUST00573,Patricia,Johnson,Other,21.0,CA,2008-01-11,False,0.0,Big,No
CUST00342,William,Garcia,Male,57.0,IL,2009-03-05,True,70018.98,Big,Yes
CUST00818,James,Jones,Female,48.0,CA,2015-01-12,False,0.0,Big,No
CUST00758,William,Garcia,Male,40.0,NY,2014-07-22,True,7944.12,Big,No
CUST00376,William,Garcia,Other,26.0,TX,2019-08-21,False,0.0,Big,No
CUST00506,Jennifer,Johnson,Male,19.0,PA,2014-05-17,False,0.0,Big,No
CUST00866,Mary,Martinez,Other,36.0,TX,2012-02-20,False,0.0,Small,Yes
CUST00304,Mary,Davis,Female,21.0,PA,2017-04-21,False,0.0,Big,Yes
CUST00604,Robert,Garcia,Other,29.0,OH,2015-10-30,True,77302.11,Large,Yes
CUST00351,William,Garcia,Other,,IL,2021-11-08,False,0.0,Large,Yes
CUST00586,Michael,Garcia,Female,67.0,NC,2016-07-02,True,60292.19,Big,No
CUST00777,Linda,Garcia,Male,39.0,CA,2016-09-27,True,71181.99,Large,No
CUST00720,Michael,Williams,Other,25.0,FL,2006-06-05,False,0.0,Small,No
CUST00951,Elizabeth,Williams,Male,45.0,GA,2021-09-18,False,0.0,Big,No
CUST00055,Patricia,Davis,Male,20.0,TX,2008-08-02,False,0.0,Small,Yes
CUST00669,Elizabeth,Davis,Other,75.0,PA,2020-09-13,True,26754.59,Big,No
CUST00289,William,Davis,Male,40.0,GA,2009-03-29,False,0.0,Big,No
CUST00378,Mary,Garcia,Female,52.0,PA,2013-12-21,False,0.0,Large,No
CUST00878,Mary,Williams,Male,62.0,TX,2021-04-08,True,6927.02,Small,Yes
CUST00535,James,Davis,Female,33.0,CA,2007-08-02,True,5532.16,Big,No
CUST00998,William,Smith,Other,49.0,GA,2019-09-12,True,3755.78,Big,No
CUST00570,Mary,Williams,Female,61.0,TX,2010-06-27,False,0.0,Large,Yes
CUST00010,Elizabeth,Garcia,Male,75.0,GA,2016-06-09,False,0.0,Large,Yes
CUST00540,John,Jones,Other,32.0,GA,2017-03-03,True,45662.82,Small,No
CUST00114,Mary,Miller,Female,57.0,NC,2019-01-20,True,16446.65,Big,Yes
CUST00387,Michael,Rodriguez,Male,50.0,MI,2015-03-06,False,0.0,Large,Yes
CUST00759,Jennifer,Brown,Male,79.0,CA,2018-04-21,False,0.0,Small,Yes
CUST00066,Jennifer,Johnson,Male,31.0,CA,2017-10-19,False,0.0,Big,No
CUST00836,Robert,Martinez,Male,24.0,OH,2013-05-21,True,30636.75,Large,No
CUST00491,Michael,Johnson,Male,48.0,MI,2014-12-22,False,0.0,Big,Yes
CUST00815,Linda,Garcia,Male,75.0,PA,2020-05-04,False,0.0,Large,No
CUST00877,John,Martinez,Male,20.0,FL,2005-05-08,False,0.0,Big,Yes
CUST00678,Patricia,Martinez,Female,33.0,GA,2021-04-01,False,0.0,Large,Yes
CUST00772,Mary,Smith,Male,66.0,TX,2008-01-05,True,14186.44,Big,Yes
CUST00421,Robert,Williams,Other,37.0,NC,2014-01-27,False,0.0,Small,Yes
CUST00222,Mary,Jones,Female,70.0,NC,2021-03-02,False,0.0,Small,No
CUST00708,Michael,Johnson,Female,30.0,GA,2005-11-06,True,70616.73,Large,Yes
CUST00232,Michael,Rodriguez,Other,75.0,TX,2012-10-28,False,0.0,Big,No
CUST00391,Jennifer,Smith,Male,66.0,GA,2017-05-27,True,88733.17,Big,No
CUST00057,James,Smith,Female,68.0,PA,2013-11-09,True,72798.83,Big,No
CUST00263,Michael,Rodriguez,Other,49.0,CA,2010-06-29,True,48906.08,Big,No
CUST00511,Patricia,Brown,Female,26.0,PA,2016-09-22,True,4056.77,Small,No
CUST00623,John,Garcia,Male,56.0,MI,2015-11-20,False,0.0,Big,Yes
CUST00252,James,Brown,Other,26.0,FL,2011-03-08,False,0.0,Large,No
CUST00323,Elizabeth,Martinez,Male,76.0,NY,2013-11-02,True,23467.63,Small,No
CUST00257,Linda,Williams,Female,59.0,OH,2017-12-28,False,0.0,Large,No
CUST00028,James,Williams,Female,19.0,GA,2022-03-23,False,0.0,Big,Yes
CUST00848,Mary,Miller,Other,54.0,IL,2008-11-25,False,0.0,Small,No
CUST00552,John,Jones,,39.0,PA,2006-08-24,False,0.0,Large,No
CUST00427,Jennifer,Miller,Male,50.0,CA,2011-04-15,True,29230.06,Small,Yes
CUST00183,Robert,Martinez,Male,31.0,OH,2022-09-17,False,0.0,Big,Yes
